month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2003-01	0.75	38.02	
2003-02	0.82	65.3	
2003-03	0.85	80.82	
2003-04	0.92	91.52	
2003-05	0.94	91.55	
2003-06	0.92	86.05	
2003-07	0.96	90.72	
2003-08	0.98	89.12	
2003-09	0.95	75.37	
2003-10	1.01	80.85	
2003-11	1.15	97.77	
2003-12	1.27	97.56	
2004-01	1.35	97.53	
2004-02	1.27	82.77	
2004-03	1.31	88.04	
2004-04	1.23	64.65	
2004-05	1.13	26.34	
2004-06	1.12	7.22	
2004-07	1.19	19.36	
2004-08	1.18	10.23	
2004-09	1.17	-9.62	
2004-10	1.12	-18.08	
2004-11	1.09	-47.69	
2004-12	1.1	-54.97	
2005-01	1.1	-59.37	
2005-02	1.19	-10.23	
2005-03	1.14	-9.39	
2005-04	1.11	-23.85	
2005-05	0.9	-83.56	
2005-06	0.94	-83.93	
2005-07	1	-72.41	
2005-08	1.05	-49.73	
2005-09	1.06	-24.8	
2005-10	0.98	-59.37	
2005-11	0.94	-76.58	
2005-12	0.96	-72.32	
2006-01	0.98	-58.87	
2006-02	1.01	-31.51	
2006-03	1.02	-3.73	
2006-04	1.04	20.49	
2006-05	1.11	48.71	
2006-06	1.1	59.98	
2006-07	1.08	60.67	
2006-08	1.06	41.96	
2006-09	1.07	48.55	
2006-10	1.13	74.42	
2006-11	1.55	95.7	
2006-12	1.95	99.32	
2007-01	2.44	98.62	
2007-02	2.3	89.94	
2007-03	2.38	89.16	
2007-04	2.81	98.13	
2007-05	3.27	97.82	
2007-06	2.99	82.65	
2007-07	3.09	79.95	
2007-08	4.27	97.98	
2007-09	4.97	95.49	
2007-10	5.02	90.97	
2007-11	4.18	68.1	
2007-12	4.4	66.34	
2008-01	4.59	72.44	
2008-02	4.6	63.63	
2008-03	3.82	19.05	
2008-04	3.1	-23	
2008-05	3.58	-24.24	
2008-06	2.87	-50.45	
2008-07	2.34	-72.05	
2008-08	1.89	-89.54	
2008-09	1.79	-88.49	
2008-10	1.49	-93.08	
2008-11	1.36	-91.96	
2008-12	1.4	-87.85	
2009-01	1.4	-84.28	
2009-02	1.57	-58.48	
2009-03	1.52	-54.1	
2009-04	1.59	-28.95	
2009-05	1.68	-5.06	
2009-06	1.87	18.51	
2009-07	2.32	40.33	
2009-08	2.25	43.28	
2009-09	1.95	34.05	
2009-10	1.95	28.35	
2009-11	2.16	48.47	
2009-12	2.52	70.92	
2010-01	2.38	65.09	
2010-02	2.16	36.97	
2010-03	2.28	60.25	
2010-04	2.05	15.09	
2010-05	1.84	-27.59	
2010-06	1.76	-55.07	
2010-07	1.76	-58.08	
2010-08	1.85	-49.92	
2010-09	1.92	-34.59	
2010-10	2.1	-0.78	
2010-11	1.98	2.96	
2010-12	1.86	-37.11	
2011-01	1.92	-32.86	
2011-02	2.03	17.32	
2011-03	2.05	38.08	
2011-04	2.09	59.21	
2011-05	1.91	18.79	
2011-06	1.82	-26.87	
2011-07	1.8	-46.94	
2011-08	1.62	-76.16	
2011-09	1.55	-92.47	
2011-10	1.57	-86.5	
2011-11	1.56	-83.04	
2011-12	1.46	-95.45	
2012-01	1.53	-78.69	
2012-02	1.54	-62.5	
2012-03	1.52	-59.86	
2012-04	1.47	-84.66	
2012-05	1.48	-79.55	
2012-06	1.41	-93.17	
2012-07	1.32	-96.71	
2012-08	1.33	-89.52	
2012-09	1.43	-56.16	
2012-10	1.44	-39.24	
2012-11	1.46	-7.34	
2012-12	1.51	19.13	
2013-01	1.58	37.95	
2013-02	1.59	44.05	
2013-03	1.54	30.19	
2013-04	1.52	24.5	
2013-05	1.55	49.88	
2013-06	1.4	-0.74	
2013-07	1.3	-46.12	
2013-08	1.33	-54.51	
2013-09	1.43	-37.92	
