month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2010-07	2.11	70.12	
2010-08	2.54	96.1	
2010-09	3.01	97.93	
2010-10	3.05	93.19	
2010-11	3.34	97.16	
2010-12	3.13	79.89	
2011-01	2.68	46.87	
2011-02	2.73	35.6	
2011-03	2.9	45.69	
2011-04	2.57	-1.22	
2011-05	2.27	-31.21	
2011-06	2.06	-52.98	
2011-07	2.39	-39.03	
2011-08	2.4	-35.75	
2011-09	2.28	-48.85	
2011-10	2.13	-77.06	
2011-11	2.18	-73.94	
2011-12	2.08	-86	
2012-01	2.15	-76.73	
2012-02	2.13	-77.72	
2012-03	2.33	-22.44	
2012-04	2.3	-1.89	
2012-05	2.23	-8.65	
2012-06	2.14	-43.97	
2012-07	2.12	-59.58	
2012-08	1.99	-79.11	
2012-09	2.03	-75.45	
2012-10	2.07	-68.05	
2012-11	2.09	-48.62	
2012-12	2.13	-35.71	
2013-01	2.52	31.03	
2013-02	2.83	64.52	
2013-03	3.16	84.48	
2013-04	3.38	96.63	
2013-05	3.38	91.88	
2013-06	3.38	88.03	
2013-07	3.54	94.02	
2013-08	3.73	94.93	
2013-09	4.09	98.68	
2013-10	4.36	96.63	
2013-11	4.72	96.94	
2013-12	7.15	99.07	
2014-01	7.6	90.01	
2014-02	8.22	94.87	
2014-03	8.14	91.5	
2014-04	9.19	96.85	
2014-05	10.49	94.33	
2014-06	10.22	84.91	
2014-07	10.21	77.83	
2014-08	10.21	79.51	
2014-09	10.7	75.26	
2014-10	14.39	99.35	
2014-11	14.97	92.72	
2014-12	14.76	86.49	
2015-01	14.8	79.6	
2015-02	15.86	95.83	
2015-03	17.24	97.04	
2015-04	19.52	99.15	
2015-05	20.91	97.99	
2015-06	20.53	86.95	
2015-07	26.02	96.54	
2015-08	27.02	90.31	
2015-09	26.82	86.7	
2015-10	27.29	86.98	
2015-11	26.99	79.08	
2015-12	26	54	
2016-01	24.75	29.91	
2016-02	25.04	19.35	
2016-03	24.99	4.97	
2016-04	24.22	-22.81	
2016-05	24.18	-31.04	
2016-06	24.09	-46.79	
2016-07	24.52	-31.59	
2016-08	24.93	-15.37	
2016-09	25.63	20.76	
2016-10	25.75	42.86	
2016-11	24.85	15.99	
2016-12	25.49	14.65	
2017-01	26.16	68.06	
2017-02	24.94	43.9	
2017-03	23.16	-16.46	
2017-04	23.57	-43.85	
2017-05	23.61	-50.98	
2017-06	23.61	-58.52	
2017-07	23.61	-62.93	
2017-08	23.61	-55.16	
2017-09	23.73	-44.73	
2017-10	23.82	-23.22	
2017-11	23.34	-55.44	
2017-12	23.06	-83.67	
2018-01	22.95	-91.96	
2018-02	22.81	-92.44	
2018-03	22.79	-89.45	
2018-04	22.79	-89.88	
2018-05	22.79	-83.77	
2018-06	22.79	-81.88	
2018-07	22.79	-75.93	
2018-08	22.79	-67.86	
2018-09	22.79	-61.94	
2018-10	22.79	-58.83	
2018-11	22.79	-48.94	
2018-12	13.84	-87.23	
2019-01	8.25	-98.78	
2019-02	9.52	-87.86	
2019-03	11.45	-74.19	
2019-04	11.4	-72.83	
2019-05	8.9	-88.39	
2019-06	8.15	-87.22	
2019-07	8.25	-87.07	
2019-08	9.19	-68.75	
2019-09	9.8	-38.97	
2019-10	9.26	-42.96	
2019-11	8.97	-55.23	
2019-12	8.5	-74.27	
2020-01	8.78	-66.46	
2020-02	10.79	0.94	
2020-03	9.91	18.06	
2020-04	9.57	13.35	
2020-05	9.87	39.88	
2020-06	9.85	43.04	
2020-07	11.2	63.51	
2020-08	11.21	62.2	
2020-09	10.07	28.94	
2020-10	10.41	25.28	
2020-11	9.76	-13.82	
2020-12	9.12	-34.04	
2021-01	8.67	-51.92	
2021-02	8.96	-53.15	
2021-03	8.93	-52.95	
2021-04	8.87	-75	
2021-05	8.85	-67.31	
2021-06	8.62	-83.89	
2021-07	8.69	-79.99	
2021-08	8.54	-91.15	
2021-09	8.27	-95.76	
2021-10	7.77	-98.16	
2021-11	7.74	-92.73	
2021-12	7.65	-91.11	
2022-01	8.2	-54.98	
2022-02	7.93	-63.23	
2022-03	7.24	-87.27	
2022-04	6.57	-98.22	
2022-05	6.64	-89.52	
2022-06	6.81	-79.51	
2022-07	6.94	-68.62	
2022-08	6.74	-74.46	
2022-09	6.52	-77.55	
2022-10	6.4	-85.99	
2022-11	6.54	-75.89	
2022-12	6.8	-46.67	
2023-01	7.53	5.08	
2023-02	7.31	20.22	
2023-03	7.3	34.98	
2023-04	7.6	60.48	
2023-05	7.76	79.51	
2023-06	8.54	91.79	
2023-07	8.8	89.16	
2023-08	8.5	76.48	
2023-09	8.23	60.58	
2023-10	8.05	41.6	
2023-11	8.65	66.48	
2023-12	9.63	88.69	
2024-01	8.43	57.63	
2024-02	8.09	22.38	
2024-03	8.56	34.99	
2024-04	8.27	0.49	
2024-05	8.61	23.88	
2024-06	8.92	38.11	
2024-07	9.2	75.82	
2024-08	8.94	67.09	
2024-09	8.21	8.69	
2024-10	8.77	21.93	
2024-11	9.02	55.02	
2024-12	8.81	48.78	
2025-01	8.21	-14.34	
