month	ct_avg_前复权价格	股东人数
1998-12	0.78	87312	
1999-06	0.83	57992	
1999-12	0.94	60668	
2000-12	1.25	71515	
2001-12	1.02	65493	
2002-06	0.91	62289	
2002-09	0.96	61116	
2002-12	0.77	60429	
2003-03	0.77	59364	
2003-06	0.8	58511	
2003-09	0.71	57573	
2003-12	0.71	56951	
2004-03	0.82	53322	
2004-06	0.72	51498	
2004-09	0.77	50548	
2004-12	0.71	53139	
2005-03	0.64	56158	
2005-06	0.53	55613	
2005-09	0.69	48216	
2005-12	0.73	46748	
2006-03	0.96	54737	
2006-06	1.33	55162	
2006-09	1.11	56883	
2006-12	1.17	53996	
2007-03	1.71	47993	
2007-06	2.7	62626	
2007-09	2.89	51776	
2007-12	2.79	54256	
2008-03	3.08	48560	
2008-06	1.83	53434	
2008-09	1.09	55923	
2008-12	1.01	60386	
2009-03	1.35	56349	
2009-06	1.75	58702	
2009-09	1.79	49081	
2009-12	2.29	58583	
2010-03	2.53	39482	
2010-06	2.63	57353	
2010-09	3.43	48409	
2010-12	5.49	56978	
2011-03	8	71702	
2011-06	9.88	66584	
2011-09	8.45	92483	
2011-12	6.42	98476	
2012-03	7.88	92692	
2012-06	6.18	95380	
2012-09	4.8	96991	
2012-12	4.85	93304	
2013-03	5	95256	
2013-06	3.92	91886	
2013-09	3.73	89054	
2013-12	3.54	85909	
2014-03	3.19	86361	
2014-06	3.08	85243	
2014-09	3.66	82349	
2014-12	4.22	83836	
2015-03	5.1	77029	
2015-06	7.76	79761	
2015-09	7.91	68302	
2015-12	13.54	41809	
2016-03	6.93	89356	
2016-06	6.59	82055	
2016-09	6.8	74140	
2016-12	6.66	70028	
2017-03	7.56	66550	
2017-06	7.38	61087	
2017-09	7.74	73362	
2017-12	6.72	79331	
2018-03	8.11	75623	
2018-06	6.62	78983	
2018-09	6.2	75576	
2018-12	5.99	73082	
2019-03	7.1	70889	
2019-06	6.25	78732	
2019-09	6.42	78547	
2019-12	6.05	76158	
2020-03	6.69	81032	
2020-06	5.91	78730	
2020-09	6.05	75393	
2020-12	6.94	55752	
2021-02	8.19	51111	
2021-03	7.88	52102	
2021-06	8.39	54070	
2021-09	14.64	85021	
2021-12	11.37	90566	
2022-03	12.19	73735	
2022-06	11.4	74975	
2022-09	13.77	59223	
2022-12	14.56	55499	
2023-03	16.24	56556	
2023-06	12.36	65762	
2023-09	14.6	51470	
2023-12	15.16	46529	
2024-03	19.79	53280	
2024-06	21.51	52331	
2024-09	15.49	55733	
