month	ct_avg_前复权价格	人均持股
2010-09	1.02	513.5	
2010-12	1.02	2359	
2011-03	0.93	2861	
2011-06	0.74	3091	
2011-09	0.77	5559	
2011-12	0.7	5775	
2012-03	0.62	5758	
2012-06	0.68	5979	
2012-09	0.76	6803	
2012-12	0.87	7026	
2013-03	1.01	8495	
2013-06	1.07	11748	
2013-09	1.48	28107	
2013-12	1.25	28205	
2014-03	1.38	30358	
2014-06	1.29	53238	
2014-09	1.43	36733	
2014-12	1.18	22398	
2015-03	1.43	26435	
2015-06	2.1	38188	
2015-09	1.1	42278	
2015-12	1.96	46974	
2016-03	1.47	37244	
2016-06	1.57	70078	
2016-09	1.88	67662	
2016-12	1.88	85316	
2017-02	1.86	73540	
2017-03	1.91	83700	
2017-06	2.03	77253	
2017-09	2.74	51875	
2017-12	3.14	43940	
2018-03	3.44	44318	
2018-06	4.83	28639	
2018-09	4.75	27859	
2018-12	4.33	24949	
2019-03	5.17	29431	
2019-06	4.3	21692	
2019-09	5.53	26699	
2019-10	5.35	25045	
2019-11	5.12	24749	
2019-12	5.21	27622	
2020-02	6.73	19115.33	
2020-03	6.88	23269.67	
2020-05	8.93	26112	
2020-06	9.96	20423	
2020-09	14.31	9385	
2020-12	15.71	9492	
2021-03	18.75	12073	
2021-06	20.03	8335	
2021-09	17.62	10078	
2021-11	14.45	7838	
2021-12	13.94	8261	
2022-01	12.26	7755	
2022-03	14.3	9852	
2022-04	12.66	9831.5	
2022-05	10.26	8830.67	
2022-06	10.58	9002.33	
2022-07	11.92	10000.67	
2022-08	10.46	9813	
2022-09	9.72	9864.5	
2022-10	9.85	10490	
2022-11	10.44	10683.33	
2022-12	9.49	9845.67	
2023-01	11.12	12136.5	
2023-02	10.31	10855.33	
2023-03	9.65	10089	
2023-04	9.05	9570.5	
2023-05	8.23	9633	
2023-06	7.5	14325.5	
2023-07	7.62	14127	
2023-08	7.48	14316	
2023-09	7.79	14545	
2023-10	9.62	15207	
2023-11	10.74	16778	
2023-12	10.25	18255	
2024-01	8.56	17839.5	
2024-02	8.56	17806	
2024-03	8.35	14926.5	
2024-04	6.76	13888	
2024-05	5.78	12611	
2024-06	5	12963.33	
2024-07	4.5	12884	
2024-08	4.2	12355	
2024-09	3.89	12301.5	
2024-10	5.5	11608.5	
2024-11	5.14	10667	
2024-12	4.93	10982	
2025-01	4.29	11344	
