month	ct_avg_前复权价格	股东人数
2010-09	1.02	45024.5	
2010-12	1.02	16955	
2011-03	0.93	13983	
2011-06	0.74	12941	
2011-09	0.77	12215	
2011-12	0.7	11758	
2012-03	0.62	11793	
2012-06	0.68	11494	
2012-09	0.76	10102	
2012-12	0.87	9781	
2013-03	1.01	8090	
2013-06	1.07	7071	
2013-09	1.48	5165	
2013-12	1.25	5147	
2014-03	1.38	4782	
2014-06	1.29	6038	
2014-09	1.43	8751	
2014-12	1.18	14352	
2015-03	1.43	12160	
2015-06	2.1	8724	
2015-09	1.1	7880	
2015-12	1.96	6438	
2016-03	1.47	8120	
2016-06	1.57	12321	
2016-09	1.88	12761	
2016-12	1.88	10098	
2017-02	1.86	11715	
2017-03	1.91	10293	
2017-06	2.03	11251	
2017-09	2.74	16755	
2017-12	3.14	19781	
2018-03	3.44	19612	
2018-06	4.83	30349	
2018-09	4.75	31199	
2018-12	4.33	34749	
2019-03	5.17	29458	
2019-06	4.3	40372	
2019-09	5.53	32801	
2019-10	5.35	34968	
2019-11	5.12	35386	
2019-12	5.21	31705	
2020-02	6.73	45864.67	
2020-03	6.88	37864	
2020-05	8.93	33539.5	
2020-06	9.96	45426.5	
2020-09	14.31	95940	
2020-12	15.71	94851	
2021-03	18.75	74574	
2021-06	20.03	110606	
2021-09	17.62	91481	
2021-11	14.45	117625	
2021-12	13.94	111593	
2022-01	12.26	118884	
2022-03	14.3	93837	
2022-04	12.66	94005	
2022-05	10.26	104510.33	
2022-06	10.58	102793.67	
2022-07	11.92	92544	
2022-08	10.46	94328	
2022-09	9.72	93840.5	
2022-10	9.85	88222	
2022-11	10.44	86680	
2022-12	9.49	94110.33	
2023-01	11.12	76302.5	
2023-02	10.31	85330.67	
2023-03	9.65	91734	
2023-04	9.05	96709.5	
2023-05	8.23	96065	
2023-06	7.5	99159	
2023-07	7.62	100660.5	
2023-08	7.48	99225	
2023-09	7.79	97691	
2023-10	9.62	93431.5	
2023-11	10.74	84667	
2023-12	10.25	77817.5	
2024-01	8.56	79640	
2024-02	8.56	79778	
2024-03	8.35	95200	
2024-04	6.76	101834	
2024-05	5.78	112146	
2024-06	5	109109.67	
2024-07	4.5	109801	
2024-08	4.2	114475.33	
2024-09	3.89	115045.5	
2024-10	5.5	121948.5	
2024-11	5.14	132598	
2024-12	4.93	128784	
2025-01	4.29	124674	
