month	ct_avg_前复权价格	股东人数
1995-12	3.02	2657	
1996-12	4.74	26027	
1997-12	9.57	115951	
1998-12	7.2	150769	
1999-06	7.07	136843	
1999-12	5.76	134574	
2000-12	7.64	108996	
2001-06	7.64	105535	
2001-12	5.84	103142	
2002-06	5.98	96859	
2002-09	5.46	95956	
2002-12	5.09	95110	
2003-03	4.94	94454	
2003-06	5.84	95686	
2003-09	4.41	96138	
2003-12	4.52	98756	
2004-03	5.08	107734	
2004-06	4.51	98638	
2004-09	4.27	101866	
2004-12	4.02	98258	
2005-03	3.96	95284	
2005-06	3.77	93415	
2005-09	5.37	82144	
2005-12	5.89	79221	
2006-03	7.29	70890	
2006-06	17.84	50952	
2006-09	19.22	39378	
2006-12	31.05	26722	
2007-03	38.8	26748	
2007-06	59.83	25795	
2007-09	82.5	23861	
2007-12	96.37	27705	
2008-03	96.75	21526	
2008-06	73.16	24379	
2008-09	61.04	24728	
2008-12	47.06	36631	
2009-03	45.39	72172	
2009-06	60.2	54583	
2009-09	70.64	49618	
2009-12	90.3	58665	
2010-03	75.71	80894	
2010-06	69.23	78074	
2010-09	87.59	54855	
2010-12	99.11	75647	
2011-03	108.14	48963	
2011-06	108.11	37865	
2011-09	103.43	49008	
2011-12	98.22	46500	
2012-03	104.65	41654	
2012-06	99.89	53281	
2012-09	94	59144	
2012-12	83.37	63431	
2013-03	74.19	86063	
2013-06	63.06	84769	
2013-09	60.36	83917	
2013-12	55.84	84038	
2014-03	49.6	86720	
2014-06	44.58	89701	
2014-09	52.81	87818	
2014-12	59.31	82995	
2015-03	65.11	67621	
2015-06	85.53	103874	
2015-09	63.75	72041	
2015-12	78.24	73303	
2016-03	69.83	57907	
2016-06	84.18	52443	
2016-09	95.81	55349	
2016-12	103.85	53696	
2017-03	126	39059	
2017-04	135.38	40253.5	
2017-06	156.68	47961	
2017-09	174.5	47246	
2017-12	205.12	52785	
2018-03	185.98	59353.33	
2018-04	192.88	53834.5	
2018-05	208.04	48832	
2018-06	212.15	49709.67	
2018-07	183.66	55521	
2018-08	152.97	66386.67	
2018-09	140.76	70052	
2018-10	134.44	72417	
2018-11	130.07	71415.33	
2018-12	136.3	70522.5	
2019-01	132.99	69368.67	
2019-02	159.99	64563.67	
2019-03	183.56	61236.33	
2019-04	228.68	58968	
2019-05	237.5	66119	
2019-06	235.68	70456.33	
2019-07	272.25	65789	
2019-08	275.46	65302	
2019-09	298.82	91149.67	
2019-10	283.75	98005.33	
2019-11	283.15	100875.67	
2019-12	271.66	99840.67	
2020-02	255.57	98988.25	
2020-03	248.69	100097	
2020-04	255.75	97327.67	
2020-05	281.92	98545.33	
2020-06	303.5	104632.33	
2020-07	384.26	109621	
2020-09	481.81	113945	
2020-12	679.9	133242	
2021-03	718.21	156207	
2021-06	840.54	218549	
2021-09	636.91	195905	
2021-12	855.23	142588	
2022-03	674.36	140711	
2022-06	758.23	112980	
2022-09	772.47	106658	
2022-12	732.37	111220	
2023-03	844.43	86898	
2023-06	743.44	94905	
2023-09	805.83	94278	
2023-12	630.01	124164	
2024-03	634.98	118425	
2024-06	552.34	147587	
2024-09	410.1	168211	
