month	ct_avg_前复权价格	人均持股
2014-11	2.38	1565	
2014-12	6.2	2287	
2015-03	8.39	3205	
2015-06	15.38	3039	
2015-09	7.26	3066	
2015-12	11.89	6597	
2016-03	7.99	5648	
2016-06	9.78	8975	
2016-09	8.76	7618	
2016-12	7.5	6519	
2017-02	6.58	6177	
2017-03	7.12	6117	
2017-06	7.45	5984	
2017-09	8.81	6029	
2017-12	11.13	7222	
2018-03	13.1	8246	
2018-06	11.69	7691	
2018-09	12.84	7935	
2018-12	10.35	7001	
2019-03	15.54	8209	
2019-06	14.34	7086	
2019-09	13.93	6392	
2019-12	13.02	6453	
2020-03	17.06	8072	
2020-06	20.26	8273	
2020-09	21.02	6899	
2020-12	17.4	6433	
2021-03	15.33	6132	
2021-06	14.61	7171	
2021-09	14.7	7404	
2021-12	14.53	7390	
2022-03	16.56	8132	
2022-06	14.53	8799	
2022-09	13.2	8542	
2022-12	12.09	8129	
2023-03	18.47	8072	
2023-06	27.75	6378	
2023-09	20.65	6117	
2023-12	20.88	6543	
2024-01	18.26	6470	
2024-03	27.67	5593	
2024-04	24.23	5525	
2024-05	23.15	5674.33	
2024-06	21.74	5877.25	
2024-07	22.17	5837.67	
2024-08	20.64	5831.67	
2024-09	19.83	5932	
2024-10	29.02	4922	
