month	ct_avg_前复权价格	股东人数
2011-03	0.95	18998	
2011-06	0.75	12926	
2011-09	0.78	12612	
2011-12	0.66	12465	
2012-03	0.65	12675	
2012-06	0.57	11643	
2012-09	0.55	11197	
2012-12	0.59	12510	
2013-03	0.6	11665	
2013-06	0.58	10441	
2013-09	0.6	10231	
2013-12	1.44	7147	
2014-03	2.42	6376	
2014-06	2.44	5147	
2014-09	2.55	5079	
2014-12	2.53	5073	
2015-03	3.34	3758	
2015-06	7.9	50155	
2015-09	4.56	42169	
2015-12	7.77	62798	
2016-03	5.5	55317	
2016-06	5.56	55213	
2016-09	5.84	64610	
2016-12	5.25	59790	
2017-02	5.63	58207	
2017-03	6.43	44088	
2017-06	7.82	42463	
2017-09	6.83	40126	
2017-12	6.45	38190	
2018-03	6.17	49382	
2018-06	3.8	55499	
2018-09	3.29	49904	
2018-12	3.55	50079	
2019-03	4.53	58948	
2019-06	4.05	53291	
2019-09	5.76	39059	
2019-12	8	41376	
2020-03	10.64	54560	
2020-06	12.61	55993	
2020-09	13.46	92970	
2020-12	9.38	175651	
2021-03	8.39	214772	
2021-06	8.21	161103	
2021-09	7	134038	
2021-12	8.25	109853	
2022-03	7.08	98128	
2022-06	7.39	125221	
2022-09	6.31	143010	
2022-12	5.97	144923	
2023-03	8.44	87959	
2023-06	11.68	78778	
2023-09	7.64	122834	
2023-12	7.88	134005	
2024-03	6.65	157927	
2024-06	5.02	184159	
2024-09	5.3	179423	
