month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2010-11	1.32	0.69	
2010-12	1.3	0.67	
2011-01	1.25	0.6	
2011-02	1.23	0.58	
2011-03	1.29	0.63	
2011-04	1.29	0.63	
2011-05	1.29	0.61	
2011-06	1.21	0.51	
2011-07	1.24	0.55	
2011-08	1.14	0.41	
2011-09	1.17	0.44	
2011-10	1.09	0.35	
2011-11	1.14	0.39	
2011-12	0.93	0.13	
2012-01	0.7	-0.15	
2012-02	0.89	0.09	
2012-03	0.87	0.05	
2012-04	0.86	0.04	
2012-05	0.86	0.04	
2012-06	0.86	0.04	
2012-07	0.83	-0.01	
2012-08	0.81	-0.04	
2012-09	0.93	0.11	
2012-10	0.94	0.12	
2012-11	0.99	0.16	
2012-12	1.01	0.19	
2013-01	1.08	0.26	
2013-02	1.08	0.26	
2013-03	1.17	0.34	
2013-04	1.65	0.88	
2013-05	1.56	0.73	
2013-06	1.38	0.52	
2013-07	1.23	0.35	
2013-08	1.35	0.47	
2013-09	1.54	0.64	
2013-10	1.4	0.47	
2013-11	1.48	0.54	
2013-12	1.4	0.43	
2014-01	1.21	0.22	
2014-02	1.4	0.4	
2014-03	1.65	0.63	
2014-04	1.37	0.34	
2014-05	1.26	0.22	
2014-06	1.26	0.2	
2014-07	1.34	0.26	
2014-08	1.4	0.31	
2014-09	1.55	0.44	
2014-10	1.54	0.4	
2014-11	1.6	0.44	
2014-12	1.48	0.32	
2015-01	1.41	0.25	
2015-02	1.45	0.27	
2015-03	1.88	0.62	
2015-04	2.16	0.83	
2015-05	2.35	0.96	
2015-06	2.77	1.27	
2015-07	2.77	1.22	
2015-08	2.77	1.2	
2015-09	2.77	1.18	
2015-10	2.77	1.16	
2015-11	2.77	1.13	
2015-12	2.87	1.17	
2016-01	2.08	0.58	
2016-02	2.4	0.8	
2016-03	2.31	0.72	
2016-04	2.3	0.72	
2016-05	2.04	0.51	
2016-06	2.15	0.58	
2016-07	2.34	0.71	
2016-08	2.25	0.63	
2016-09	2.15	0.55	
2016-10	2.18	0.56	
2016-11	2.19	0.54	
2016-12	2.02	0.41	
2017-01	1.94	0.34	
2017-02	2.01	0.38	
2017-03	2.06	0.39	
2017-04	2.04	0.36	
2017-05	1.82	0.21	
2017-06	1.71	0.12	
2017-07	1.76	0.14	
2017-08	2.07	0.34	
2017-09	2.34	0.5	
2017-10	2.39	0.51	
2017-11	2.33	0.47	
2017-12	2.26	0.41	
2018-01	2.03	0.26	
2018-02	1.9	0.17	
2018-03	1.9	0.17	
2018-04	1.9	0.17	
2018-05	1.9	0.17	
2018-06	1.9	0.17	
2018-07	1.9	0.17	
2018-08	1.41	-0.13	
2018-09	1	-0.39	
2018-10	0.9	-0.45	
2018-11	0.94	-0.42	
2018-12	0.87	-0.46	
2019-01	0.83	-0.48	
2019-02	0.86	-0.47	
2019-03	1.04	-0.35	
2019-04	1.09	-0.32	
2019-05	0.87	-0.46	
2019-06	0.83	-0.48	
2019-07	0.83	-0.48	
2019-08	0.74	-0.53	
2019-09	0.74	-0.53	
2019-10	0.7	-0.56	
2019-11	0.66	-0.58	
2019-12	0.7	-0.55	
2020-01	0.8	-0.49	
2020-02	0.81	-0.48	
2020-03	0.93	-0.4	
2020-04	0.83	-0.47	
2020-05	0.86	-0.45	
2020-06	0.87	-0.44	
2020-07	1.21	-0.22	
2020-08	1.26	-0.2	
2020-09	1.5	-0.04	
2020-10	1.29	-0.18	
2020-11	1.2	-0.24	
2020-12	1.13	-0.28	
2021-01	1.09	-0.31	
2021-02	1.24	-0.22	
2021-03	1.47	-0.08	
2021-04	1.61	0.01	
2021-05	1.84	0.14	
2021-06	1.91	0.19	
2021-07	1.77	0.09	
2021-08	1.91	0.18	
2021-09	1.97	0.21	
2021-10	1.69	0.04	
2021-11	1.45	-0.11	
2021-12	1.81	0.1	
2022-01	2.02	0.23	
2022-02	1.97	0.19	
2022-03	1.83	0.11	
2022-04	1.86	0.12	
2022-05	1.71	0.03	
2022-06	1.64	-0.01	
2022-07	1.59	-0.04	
2022-08	1.68	0.01	
2022-09	1.83	0.1	
2022-10	2.02	0.2	
2022-11	2.1	0.24	
2022-12	2.44	0.44	
2023-01	2.38	0.4	
2023-02	2.22	0.3	
2023-03	2.12	0.23	
2023-04	2.34	0.35	
2023-05	2.16	0.25	
2023-06	2.08	0.2	
2023-07	2.05	0.18	
2023-08	2.05	0.18	
2023-09	1.99	0.14	
2023-10	1.86	0.08	
2023-11	1.9	0.1	
2023-12	1.92	0.12	
2024-01	1.77	0.04	
2024-02	1.83	0.08	
2024-03	1.81	0.08	
2024-04	1.72	0.03	
2024-05	1.74	0.04	
2024-06	1.65	-0.01	
2024-07	1.63	-0.01	
2024-08	1.66	0.01	
2024-09	1.57	-0.04	
2024-10	1.72	0.05	
2024-11	1.92	0.18	
2024-12	1.94	0.19	
2025-01	1.8	0.1	
