month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2002-01	1.11	-90.18	
2002-02	1.16	-77.41	
2002-03	1.22	-57.57	
2002-04	1.23	-43.55	
2002-05	1.15	-64.98	
2002-06	1.13	-78.8	
2002-07	1.17	-59.24	
2002-08	1.15	-69.81	
2002-09	1.03	-90.94	
2002-10	0.93	-95.39	
2002-11	0.88	-95.49	
2002-12	0.85	-93.95	
2003-01	0.85	-86.92	
2003-02	0.9	-68.93	
2003-03	0.86	-78.15	
2003-04	0.9	-55.07	
2003-05	0.87	-62.74	
2003-06	0.87	-59.01	
2003-07	0.85	-77.95	
2003-08	0.81	-86.14	
2003-09	0.73	-94.2	
2003-10	0.74	-85.47	
2003-11	0.76	-74.69	
2003-12	0.82	-40.92	
2004-01	0.9	-1.92	
2004-02	0.9	12.5	
2004-03	0.89	24.34	
2004-04	0.91	36.44	
2004-05	0.81	-8.71	
2004-06	0.73	-42	
2004-07	0.72	-54.26	
2004-08	0.68	-71.75	
2004-09	0.67	-68.43	
2004-10	0.71	-61.16	
2004-11	0.73	-43.47	
2004-12	0.67	-70.34	
2005-01	0.62	-88.48	
2005-02	0.62	-85.78	
2005-03	0.59	-87.58	
2005-04	0.54	-94.94	
2005-05	0.53	-92.39	
2005-06	0.53	-85.92	
2005-07	0.5	-91.96	
2005-08	0.54	-70.81	
2005-09	0.58	-31.94	
2005-10	0.54	-39.28	
2005-11	0.52	-63.92	
2005-12	0.54	-45.25	
2006-01	0.61	9.21	
2006-02	0.68	43.8	
2006-03	0.64	47.98	
2006-04	1.03	85.85	
2006-05	1.23	91.81	
2006-06	1.06	80.11	
2006-07	1.08	80.1	
2006-08	1.02	62.85	
2006-09	1.26	88.78	
2006-10	1.36	91.39	
2006-11	1.35	87.95	
2006-12	1.66	97.45	
2007-01	1.82	97.45	
2007-02	2.14	97.14	
2007-03	2.71	98.29	
2007-04	3.24	99.19	
2007-05	3.35	93.06	
2007-06	4.08	95.07	
2007-07	4.71	97.16	
2007-08	5.79	98.76	
2007-09	6.22	94.55	
2007-10	6.48	92.76	
2007-11	4.86	57.67	
2007-12	4.82	40.72	
2008-01	5.36	51.3	
2008-02	4.74	13.99	
2008-03	4.02	-10.29	
2008-04	2.95	-44.69	
2008-05	3.03	-54.02	
2008-06	2.21	-75.89	
2008-07	2.13	-80.16	
2008-08	1.58	-92.86	
2008-09	1.33	-92.95	
2008-10	1.06	-97.95	
2008-11	1.11	-87.05	
2008-12	1.28	-70.85	
2009-01	1.35	-56.85	
2009-02	1.63	-34.11	
2009-03	1.62	-21.91	
2009-04	1.86	10.76	
2009-05	1.89	22.67	
2009-06	2	41.56	
2009-07	2.4	55.9	
2009-08	2.42	57.23	
2009-09	2	35.27	
2009-10	2.05	25.78	
2009-11	2.44	56.08	
2009-12	2.56	73.02	
2010-01	2.42	65.67	
2010-02	2.13	25.71	
2010-03	2.2	21.04	
2010-04	2.23	19.9	
2010-05	1.82	-38.08	
2010-06	1.68	-61.61	
2010-07	1.59	-70.9	
2010-08	1.75	-65.67	
2010-09	1.79	-55.03	
2010-10	2.14	-11.72	
2010-11	2.03	5.44	
2010-12	1.84	-33.77	
2011-01	1.81	-46.7	
2011-02	1.98	-17.74	
2011-03	2.09	33.73	
2011-04	2.07	47.98	
2011-05	1.86	3.23	
2011-06	1.81	-26.11	
2011-07	1.84	-36.65	
2011-08	1.66	-65.26	
2011-09	1.56	-84.48	
2011-10	1.5	-93.53	
2011-11	1.48	-91.72	
2011-12	1.31	-99.39	
2012-01	1.33	-88.1	
2012-02	1.43	-69.55	
2012-03	1.5	-48.46	
2012-04	1.46	-51.68	
2012-05	1.5	-25.45	
2012-06	1.4	-47.45	
2012-07	1.32	-73.42	
2012-08	1.33	-78.38	
2012-09	1.31	-81.03	
2012-10	1.31	-78.37	
2012-11	1.26	-88.92	
2012-12	1.3	-70.37	
2013-01	1.39	-21.61	
2013-02	1.41	6.13	
2013-03	1.3	-30.74	
2013-04	1.25	-63	
2013-05	1.25	-67.61	
2013-06	1.1	-83.3	
2013-07	0.94	-95.15	
2013-08	1	-82.22	
2013-09	1.08	-66.4	
2013-10	1.09	-56.55	
2013-11	1.04	-67.6	
2013-12	1.06	-51.58	
2014-01	1	-75.68	
2014-02	1.02	-70.03	
2014-03	0.97	-83.67	
2014-04	1	-69.13	
2014-05	1.01	-60.8	
2014-06	1.03	-25.98	
2014-07	1.12	19.45	
2014-08	1.24	64.12	
2014-09	1.38	82.1	
2014-10	1.42	86.11	
2014-11	1.5	92.41	
2014-12	1.79	97.79	
2015-01	2	95.71	
2015-02	1.74	78.33	
2015-03	2.18	94.48	
2015-04	2.47	98.21	
2015-05	2.38	88.04	
2015-06	2.55	91.71	
2015-07	1.73	31.41	
2015-08	1.59	-2.17	
2015-09	1.4	-30.8	
2015-10	1.38	-48.11	
2015-11	1.38	-54.47	
2015-12	1.38	-65.92	
2016-01	1.35	-70.49	
2016-02	1.32	-81.43	
2016-03	1.45	-46.39	
2016-04	1.56	-8.39	
2016-05	1.44	-20.83	
2016-06	1.55	11.74	
2016-07	1.66	39.58	
2016-08	1.69	54.35	
2016-09	1.6	43.48	
2016-10	1.59	34.65	
2016-11	1.81	68.99	
2016-12	1.74	65.18	
2017-01	1.72	55.66	
2017-02	1.83	84.03	
2017-03	1.78	72.44	
2017-04	1.83	82.44	
2017-05	1.73	53.21	
2017-06	1.74	29.1	
2017-07	1.88	72.83	
2017-08	2.11	92.97	
2017-09	2.2	95.11	
2017-10	2.1	78.99	
2017-11	2.02	62.3	
2017-12	1.93	34.23	
2018-01	1.98	36.93	
2018-02	1.8	-10.6	
2018-03	1.79	-28.49	
2018-04	1.73	-52.33	
2018-05	1.7	-61.65	
2018-06	1.57	-78.66	
2018-07	1.49	-84.13	
2018-08	1.51	-85.79	
2018-09	1.49	-86.51	
2018-10	1.46	-91.91	
2018-11	1.44	-91.96	
2018-12	1.33	-98.13	
2019-01	1.31	-90.79	
2019-02	1.39	-75.24	
2019-03	1.63	-20.62	
2019-04	1.64	7.78	
2019-05	1.38	-31.87	
2019-06	1.37	-49.34	
2019-07	1.37	-61.1	
2019-08	1.3	-74.88	
2019-09	1.34	-68.8	
2019-10	1.3	-79.32	
2019-11	1.3	-74.15	
2019-12	1.34	-49.43	
2020-01	1.43	-7.31	
2020-02	1.32	-34.55	
2020-03	1.3	-52.92	
2020-04	1.27	-73.89	
2020-05	1.26	-77.88	
2020-06	1.27	-77.32	
2020-07	1.48	1.36	
2020-08	1.55	63.56	
2020-09	1.55	76.42	
2020-10	1.47	64.06	
2020-11	1.71	87.8	
2020-12	1.78	91.11	
2021-01	2.25	95.27	
2021-02	2.59	96.31	
2021-03	2.35	84.94	
2021-04	2.33	82.02	
2021-05	2.54	91.57	
2021-06	2.33	67.64	
2021-07	2.79	76.42	
2021-08	3.46	97.08	
2021-09	3.25	85.36	
2021-10	2.83	64.51	
2021-11	2.73	42.09	
2021-12	2.95	57.92	
2022-01	2.98	61.89	
2022-02	3.03	60.44	
2022-03	2.74	27.64	
2022-04	2.3	-32	
2022-05	2.12	-53.24	
2022-06	2.32	-53.27	
2022-07	2.25	-69.56	
2022-08	2.32	-58.07	
2022-09	2.17	-68.62	
2022-10	2.04	-85.16	
2022-11	2.19	-70.45	
2022-12	2.23	-52.6	
2023-01	2.23	-54.63	
2023-02	2.35	-4.38	
2023-03	2.27	-5.16	
2023-04	2.22	-22.7	
2023-05	2.06	-61.52	
2023-06	1.98	-77.77	
2023-07	2.03	-74.49	
2023-08	2.08	-68.48	
2023-09	2.1	-49.15	
2023-10	2	-74.58	
2023-11	1.96	-86.97	
2023-12	1.86	-93.11	
2024-01	1.92	-83.32	
2024-02	1.94	-73.79	
2024-03	2.15	-12.24	
2024-04	2.32	28.75	
2024-05	2.55	65.22	
2024-06	2.57	79.98	
2024-07	2.61	86.26	
2024-08	2.44	64.73	
2024-09	2.53	61.37	
2024-10	2.87	89.58	
2024-11	2.87	89.29	
2024-12	2.75	75.69	
2025-01	2.77	75.95	
