month	ct_avg_前复权价格	人均持股
2010-05	1.02	0	
2010-06	0.97	3399	
2010-09	0.88	4386	
2010-12	1.16	5812	
2011-03	1.06	4249	
2011-06	0.9	19292	
2011-09	1.04	24588	
2011-12	1.06	26377	
2012-03	1.06	27362	
2012-06	1.28	54474	
2012-09	1.38	48241	
2012-12	1.48	55747	
2013-03	1.86	49658	
2013-06	1.84	76155	
2013-09	2.52	153391	
2013-12	2.33	102168	
2014-03	1.99	57044	
2014-06	1.72	59107	
2014-09	1.99	56500	
2014-12	2.3	81150	
2015-03	2.92	45275	
2015-06	4.58	24311	
2015-09	3.3	31095	
2015-12	3.58	28964	
2016-03	3.12	30794	
2016-06	3.35	49358	
2016-09	3.9	53569	
2016-12	3.82	49463	
2017-03	4.82	66430	
2017-06	7.3	47811	
2017-09	7.88	56918	
2017-12	9.33	43449	
2018-03	10.35	57532	
2018-06	9.35	52622	
2018-09	7.11	43394	
2018-12	6.64	40772	
2019-03	8.6	43318	
2019-06	6.47	27004	
2019-09	8.44	37166	
2019-12	7.96	33915	
2020-03	7.82	25884	
2020-06	7.52	25480	
2020-09	9.48	33404	
2020-12	11.75	40674	
2021-03	14.11	35644	
2021-06	15.92	37026	
2021-09	13.92	30681	
2021-12	13.35	33044	
2022-03	11.24	29675	
2022-06	9.39	21424	
2022-09	7.87	17055	
2022-12	9.11	22471	
2023-03	10.88	27643	
2023-06	9.37	23829	
2023-09	9.17	25684	
2023-12	9.14	28040	
2024-03	9.17	25570	
2024-06	9.03	27020	
2024-09	7.42	23704	
