month	ct_avg_前复权价格	股东人数
2009-12	1.01	7588	
2010-03	1.34	20989	
2010-06	1.13	22031	
2010-09	0.96	18525	
2010-12	1.1	13424	
2011-03	0.91	17270	
2011-06	0.65	16982	
2011-09	0.58	16117	
2011-12	0.51	15398	
2012-03	0.5	15098	
2012-06	0.49	13999	
2012-09	0.44	14382	
2012-12	0.38	14387	
2013-03	0.46	13065	
2013-06	0.49	11803	
2013-09	0.8	12084	
2013-12	0.67	11560	
2014-03	0.68	11711	
2014-06	0.8	14770	
2014-09	1.44	13585	
2014-12	3.26	23034	
2015-03	5.73	22056	
2015-06	12.62	57495	
2015-09	4.62	49738	
2015-12	9.22	76291	
2016-03	7.38	61088	
2016-06	9.34	44485	
2016-09	7.63	55651	
2016-12	8.44	42988	
2017-01	8.27	40104	
2017-03	8.02	48789	
2017-06	7.4	43222	
2017-09	7.46	43006	
2017-12	6.04	49204	
2018-03	6.13	47698	
2018-06	5.07	48475	
2018-09	4.3	47699	
2018-12	4.98	45536	
2019-03	10.81	32264	
2019-06	11.08	52986	
2019-09	13.69	54894	
2019-12	12.73	53577	
2020-01	13.65	52334	
2020-03	14.48	64201	
2020-06	14.82	50615	
2020-09	19.44	59582	
2020-12	16.6	73750	
2021-02	18.28	51136	
2021-03	15.18	74401	
2021-06	13.96	75731	
2021-09	16.22	51955	
2021-12	16.82	38322	
2022-03	12.26	65404	
2022-06	11.84	63870	
2022-09	10.35	66144	
2022-12	12.84	46991	
2023-03	18.08	28845	
2023-06	23.29	37236	
2023-09	19.66	60125	
2023-12	19.9	50262	
2024-03	17.87	59734	
2024-06	14.63	71858	
2024-09	14.69	71712	
