month	ct_avg_前复权价格	人均持股
2003-03	0.95	2154	
2003-06	0.86	2376	
2003-09	0.79	2494	
2003-12	0.82	3410	
2004-03	1.62	4923	
2004-06	1.72	5658	
2004-09	1.5	5961	
2004-12	1.32	4235	
2005-03	1.48	6458	
2005-06	1.21	6428	
2005-09	1.57	8748	
2005-12	1.81	12579	
2006-03	1.73	6615	
2006-06	2.44	5439	
2006-09	2.25	5252	
2006-12	2.46	6321	
2007-03	3.12	5908	
2007-06	3.25	4605	
2007-09	3.16	4431	
2007-12	2.82	4692	
2008-03	2.84	4983	
2008-06	1.64	5256	
2008-09	1.03	5324	
2008-12	0.99	9720	
2009-03	1.35	9574	
2009-06	1.55	10043	
2009-09	1.69	10647	
2009-12	2.67	12402	
2010-03	3.72	10112	
2010-06	4.3	12027	
2010-09	6.22	12073	
2010-12	6.12	11931	
2011-03	5.69	11933	
2011-06	4.39	12391	
2011-09	3.73	13796	
2011-12	2.59	12100	
2012-03	3.18	9325	
2012-06	2.64	18361	
2012-09	2.24	17987	
2012-12	1.92	17865	
2013-03	2.52	14856	
2013-06	3.29	15054	
2013-09	3.34	14528	
2013-12	3.22	15072	
2014-03	3.97	16186	
2014-06	3.89	19288	
2014-09	4.4	21472	
2014-12	4.26	19949	
2015-03	5.03	20483	
2015-06	8.19	14162	
2015-09	4.05	16493	
2015-12	5.99	17274	
2016-03	3.93	16496	
2016-06	5.31	13713	
2016-09	4.75	14911	
2016-12	4.52	14752	
2017-02	4.29	15242	
2017-03	4.49	15572	
2017-05	4.28	16015	
2017-06	4.22	16008	
2017-09	5.57	13476	
2017-12	10.16	8218	
2018-03	11.08	7772	
2018-06	8.69	7817	
2018-09	7.12	8220	
2018-12	6.19	8761	
2019-03	10.4	8488	
2019-06	11.51	8703	
2019-09	11.56	8764	
2019-12	11.23	9459	
2020-03	11.35	9710	
2020-06	10.17	8649	
2020-07	11.87	9903	
2020-09	12.06	9842	
2020-12	14.87	12420	
2021-02	17.77	10562	
2021-03	17.7	10213	
2021-06	33.24	6680	
2021-09	39.92	6071	
2021-12	40.75	5453	
2022-03	39	6722	
2022-06	32.8	6110	
2022-09	26.09	6030	
2022-12	24.86	6215	
2023-03	24.44	5844	
2023-06	21.55	5763	
2023-09	17.7	5947	
2023-12	16.11	6032	
2024-03	14.66	6445	
2024-06	12.79	7399	
2024-09	13.07	6650	
