month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-03	0.84	-0.47	
2005-04	0.68	-0.57	
2005-05	0.56	-0.64	
2005-06	0.61	-0.61	
2005-07	0.47	-0.7	
2005-08	0.52	-0.66	
2005-09	0.57	-0.62	
2005-10	0.51	-0.66	
2005-11	0.53	-0.64	
2005-12	0.47	-0.68	
2006-01	0.47	-0.68	
2006-02	0.47	-0.68	
2006-03	0.45	-0.69	
2006-04	0.46	-0.68	
2006-05	0.66	-0.53	
2006-06	0.8	-0.43	
2006-07	0.88	-0.37	
2006-08	0.8	-0.42	
2006-09	0.83	-0.39	
2006-10	0.82	-0.4	
2006-11	0.8	-0.41	
2006-12	0.86	-0.36	
2007-01	1.17	-0.13	
2007-02	1.69	0.27	
2007-03	2.11	0.59	
2007-04	2.78	1.07	
2007-05	3.59	1.64	
2007-06	2.89	1.11	
2007-07	2.46	0.78	
2007-08	3.07	1.19	
2007-09	2.73	0.94	
2007-10	2.32	0.65	
2007-11	2.1	0.48	
2007-12	2.4	0.69	
2008-01	2.66	0.86	
2008-02	2.37	0.65	
2008-03	2.41	0.67	
2008-04	1.78	0.23	
2008-05	1.9	0.31	
2008-06	1.49	0.03	
2008-07	1.46	0.01	
2008-08	1.29	-0.1	
2008-09	1.06	-0.26	
2008-10	1.02	-0.28	
2008-11	1.07	-0.24	
2008-12	1.4	0	
2009-01	2.04	0.46	
2009-02	2.8	0.99	
2009-03	2.74	0.94	
2009-04	2.81	0.98	
2009-05	2.76	0.94	
2009-06	2.98	1.08	
2009-07	3.56	1.47	
2009-08	3.92	1.7	
2009-09	3.75	1.57	
2009-10	4.19	1.83	
2009-11	4.59	2.06	
2009-12	4.4	1.88	
2010-01	5.36	2.44	
2010-02	5.85	2.66	
2010-03	6.24	2.78	
2010-04	8.08	3.73	
2010-05	7.62	3.31	
2010-06	7.54	3.12	
2010-07	6.9	2.67	
2010-08	8.25	3.23	
2010-09	9.25	3.56	
2010-10	9.22	3.37	
2010-11	11.3	4.14	
2010-12	10.89	3.73	
2011-01	9.37	2.94	
2011-02	9.63	2.91	
2011-03	9.45	2.72	
2011-04	8.54	2.26	
2011-05	8.11	2.03	
2011-06	8.24	2	
2011-07	8.85	2.13	
2011-08	8.53	1.94	
2011-09	7.59	1.56	
2011-10	6.64	1.2	
2011-11	7.28	1.36	
2011-12	6.87	1.19	
2012-01	5.76	0.81	
2012-02	6.13	0.89	
2012-03	6.31	0.92	
2012-04	6.94	1.07	
2012-05	7.3	1.13	
2012-06	8.03	1.3	
2012-07	8.78	1.46	
2012-08	9.48	1.59	
2012-09	8.88	1.37	
2012-10	10.51	1.74	
2012-11	9.92	1.52	
2012-12	10.04	1.5	
2013-01	11.87	1.87	
2013-02	15.35	2.59	
2013-03	15.38	2.47	
2013-04	15.75	2.45	
2013-05	17.64	2.72	
2013-06	16.65	2.4	
2013-07	19.32	2.8	
2013-08	20.33	2.85	
2013-09	19.47	2.56	
2013-10	17.69	2.14	
2013-11	17.93	2.08	
2013-12	18.41	2.07	
2014-01	21.41	2.45	
2014-02	20.43	2.19	
2014-03	19.16	1.91	
2014-04	16.15	1.39	
2014-05	16.06	1.33	
2014-06	15.35	1.18	
2014-07	14.42	1.01	
2014-08	16.04	1.18	
2014-09	17.94	1.39	
2014-10	17.72	1.3	
2014-11	16.41	1.09	
2014-12	15.77	0.97	
2015-01	16.42	1.01	
2015-02	16.36	0.97	
2015-03	18.39	1.17	
2015-04	22.23	1.56	
2015-05	22.98	1.58	
2015-06	28.53	2.11	
2015-07	23.94	1.55	
2015-08	23.89	1.49	
2015-09	16.95	0.74	
2015-10	20.28	1.04	
2015-11	21.14	1.09	
2015-12	22.36	1.17	
2016-01	18.35	0.76	
2016-02	17.71	0.67	
2016-03	17.35	0.61	
2016-04	18.74	0.72	
2016-05	18.89	0.7	
2016-06	20.78	0.84	
2016-07	21.98	0.92	
2016-08	21.3	0.83	
2016-09	21.15	0.78	
2016-10	23.24	0.93	
2016-11	24.39	0.98	
