month	ct_avg_前复权价格	股东人数
1997-12	1.73	61069	
1998-12	1.89	50508	
1999-12	1.48	66197	
2000-12	2.37	48386	
2001-12	1.89	44537	
2002-06	1.45	45571	
2002-09	1.49	46192	
2002-12	1.18	46211	
2003-03	1.24	45267	
2003-06	1.16	44742	
2003-09	1	44183	
2003-12	0.79	43747	
2004-03	0.87	42236	
2004-06	0.77	40095	
2004-09	0.73	41956	
2004-12	0.86	41571	
2005-03	0.84	41075	
2005-06	0.61	40929	
2005-09	0.57	38411	
2005-12	0.47	38419	
2006-03	0.45	36489	
2006-06	0.8	32258	
2006-09	0.83	29212	
2006-12	0.86	26493	
2007-03	2.11	19382	
2007-06	2.89	25213	
2007-09	2.73	24940	
2007-12	2.4	23588	
2008-03	2.41	24057	
2008-06	1.49	23362	
2008-09	1.06	21723	
2008-12	1.4	20613	
2009-03	2.74	21921	
2009-06	2.98	21164	
2009-09	3.75	17877	
2009-12	4.4	14585	
2010-03	6.24	14482	
2010-06	7.54	16538	
2010-09	9.25	15881	
2010-12	10.89	19829	
2011-03	9.45	26880	
2011-06	8.24	22494	
2011-09	7.59	19786	
2011-12	6.87	19580	
2012-03	6.31	19323	
2012-06	8.03	18456	
2012-09	8.88	17799	
2012-12	10.04	16233	
2013-03	15.38	16145	
2013-06	16.65	15041	
2013-09	19.47	13782	
2013-12	18.41	13121	
2014-03	19.16	12973	
2014-06	15.35	14959	
2014-09	17.94	13063	
2014-12	15.77	13593	
2015-03	18.39	11726	
2015-06	28.53	11766	
2015-09	16.95	13238	
2015-12	22.36	17045	
2016-03	17.35	16479	
2016-06	20.78	16135	
2016-09	21.15	16147	
2016-12	23.7	15534	
2017-03	23.17	15363	
2017-04	22.85	15537.5	
2017-06	25.52	15287	
2017-09	29.58	14133	
2017-12	37.21	15709	
2018-03	36.56	15850	
2018-04	38.24	14566.5	
2018-05	43.83	15009	
2018-06	44.52	14775	
2018-07	47.64	16455.67	
2018-08	44.75	15650.67	
2018-09	47.12	16294.67	
2018-10	38.3	17737.67	
2018-11	39.17	17383.33	
2018-12	38.54	18527	
2019-01	37.94	17376	
2019-02	44.53	15869.33	
2019-03	57.73	15388.5	
2019-04	63.81	16918.67	
2019-05	62.76	16739	
2019-06	65.02	16691	
2019-07	69.56	18323.67	
2019-08	70.68	18664.33	
2019-09	78.24	18901.67	
2019-10	86.79	20399.33	
2019-11	98.87	26296	
2019-12	90.96	27088.33	
2020-01	102.23	23899.5	
2020-02	98.99	27801.67	
2020-03	103.88	26611.67	
2020-04	118.07	26934.33	
2020-05	134.51	30446.33	
2020-06	154.01	55920.33	
2020-07	194.05	82115.33	
2020-08	195.81	82245.33	
2020-09	165.09	91676	
2020-10	156.2	94737	
2020-11	148.63	96245.67	
2020-12	171.81	81230.33	
2021-01	200.3	73067.33	
2021-02	194.66	73517	
2021-03	175.56	71022.67	
2021-04	195.51	62945.67	
2021-05	195.94	79460	
2021-06	170.42	112030	
2021-07	153.7	123117	
2021-08	119.51	151537.67	
2021-09	105.19	152412	
2021-12	120.47	137013	
2022-03	73	164245	
2022-06	82.35	135873	
2022-09	70.01	140536	
2022-12	73.12	135555	
2023-03	75.4	136343	
2023-06	60.5	141785	
2023-09	57.93	136193	
2023-12	62.01	121898	
2024-03	53.86	130749	
2024-06	44.32	135814	
2024-09	36.74	132885	
