month	ct_avg_前复权价格	人均持股
1997-12	1.73	784	
1998-12	1.89	1232	
1999-12	1.48	1206	
2000-12	2.37	1649	
2001-12	1.89	1792	
2002-06	1.45	1751	
2002-09	1.49	1728	
2002-12	1.18	1727	
2003-03	1.24	1763	
2003-06	1.16	1784	
2003-09	1	1806	
2003-12	0.79	1824	
2004-03	0.87	1889	
2004-06	0.77	1990	
2004-09	0.73	1902	
2004-12	0.86	1920	
2005-03	0.84	1943	
2005-06	0.61	1950	
2005-09	0.57	2078	
2005-12	0.47	2077	
2006-03	0.45	2187	
2006-06	0.8	2474	
2006-09	0.83	2732	
2006-12	0.86	3012	
2007-03	2.11	4735	
2007-06	2.89	3640	
2007-09	2.73	3680	
2007-12	2.4	3890	
2008-03	2.41	4280	
2008-06	1.49	4408	
2008-09	1.06	4740	
2008-12	1.4	4996	
2009-03	2.74	4997	
2009-06	2.98	5176	
2009-09	3.75	6128	
2009-12	4.4	7511	
2010-03	6.24	9068	
2010-06	7.54	7941	
2010-09	9.25	8269	
2010-12	10.89	6623	
2011-03	9.45	4886	
2011-06	8.24	5838	
2011-09	7.59	6637	
2011-12	6.87	6707	
2012-03	6.31	6796	
2012-06	8.03	7116	
2012-09	8.88	7378	
2012-12	10.04	8090	
2013-03	15.38	8134	
2013-06	16.65	8731	
2013-09	19.47	9529	
2013-12	18.41	10009	
2014-03	19.16	10123	
2014-06	15.35	8779	
2014-09	17.94	10053	
2014-12	15.77	9661	
2015-03	18.39	11199	
2015-06	28.53	11161	
2015-09	16.95	9920	
2015-12	22.36	7702	
2016-03	17.35	7967	
2016-06	20.78	10538	
2016-09	21.15	10530	
2016-12	23.7	10946	
2017-03	23.17	11068	
2017-04	22.85	10954.5	
2017-06	25.52	11121	
2017-09	29.58	12029	
2017-12	37.21	10822	
2018-03	36.56	10726	
2018-04	38.24	11675.5	
2018-05	43.83	11327.5	
2018-06	44.52	11517	
2018-07	47.64	10358.67	
2018-08	44.75	10860.67	
2018-09	47.12	10440	
2018-10	38.3	9610	
2018-11	39.17	9812.33	
2018-12	38.54	9225.33	
2019-01	37.94	9799.33	
2019-02	44.53	10721.67	
2019-03	57.73	11050.5	
2019-04	63.81	10049.67	
2019-05	62.76	10161	
2019-06	65.02	10200	
2019-07	69.56	9279	
2019-08	70.68	9162.33	
2019-09	78.24	8997.33	
2019-10	86.79	8364.67	
2019-11	98.87	6480.33	
2019-12	90.96	6284	
2020-01	102.23	7113	
2020-02	98.99	6130.67	
2020-03	103.88	6391.33	
2020-04	118.07	6319	
2020-05	134.51	5594.33	
2020-06	154.01	6329.33	
2020-07	194.05	4146	
2020-08	195.81	4137.33	
2020-09	165.09	3710.67	
2020-10	156.2	3589.33	
2020-11	148.63	3537.67	
2020-12	171.81	4321.67	
2021-01	200.3	4937.33	
2021-02	194.66	4907.5	
2021-03	175.56	5090.67	
2021-04	195.51	5951	
2021-05	195.94	5147.5	
2021-06	170.42	3375.33	
2021-07	153.7	3017	
2021-08	119.51	2444	
2021-09	105.19	2430.5	
2021-12	120.47	2779	
2022-03	73	2318	
2022-06	82.35	2802	
2022-09	70.01	2693	
2022-12	73.12	2966	
2023-03	75.4	2949	
2023-06	60.5	2835	
2023-09	57.93	2952	
2023-12	62.01	3297	
2024-03	53.86	3074	
2024-06	44.32	2934	
2024-09	36.74	2997	
