month	ct_avg_前复权价格	人均持股
1995-12	0.52	2185	
1996-12	1.28	1666	
1997-12	1.13	0	
1998-12	1.81	0	
1999-12	2.64	3655	
2000-12	4.25	2688	
2001-12	4.97	5839	
2002-06	4.65	6285	
2002-09	4.42	0	
2002-12	4.19	0	
2003-03	3.6	0	
2003-06	3.51	0	
2003-09	3.72	0	
2003-12	3.69	0	
2004-03	4.16	0	
2004-06	4.19	8459	
2004-09	4.67	9457	
2004-12	5.03	10667	
2005-03	6.22	12009	
2005-06	7.28	14429	
2005-09	7.84	13788	
2005-12	7.76	17646	
2006-03	10.29	15106	
2006-06	15.48	9893	
2006-09	14.97	12629	
2006-12	19.73	11829	
2007-03	22.97	9428	
2007-06	29.27	13584	
2007-09	29.46	7898	
2007-12	26.66	7559	
2008-03	27.95	12740	
2008-06	21.21	9266	
2008-09	23.46	14352	
2008-12	27.24	18421	
2009-03	30.02	11106	
2009-06	29.18	17654	
2009-09	38.02	30129	
2009-12	45.92	29650	
2010-03	47.1	23800	
2010-06	54.53	32811	
2010-09	68.91	36941	
2010-12	66.24	16470	
2011-03	61.56	13065	
2011-06	61.84	18206	
2011-09	64.29	25619	
2011-12	61.46	25456	
2012-03	55.49	22259	
2012-06	60.71	25777	
2012-09	65.92	28841	
2012-12	69.39	31669	
2013-03	87.64	34723	
2013-06	93.29	32532	
2013-09	117.59	39187	
2013-12	110.1	29770	
2014-03	92.74	22296	
2014-06	87.75	27372	
2014-09	84.72	17031	
2014-12	97.99	18743	
2015-03	106.65	17086	
2015-06	131.91	24513	
2015-09	111.94	30785	
2015-12	121.92	31883	
2016-03	97.86	25039	
2016-06	105.07	26757	
2016-09	115.99	26928	
2016-12	116.52	27134	
2017-03	135.15	26848	
2017-06	156.45	21563	
2017-09	147.27	25137	
2017-12	167.47	23169	
2018-03	169.08	24004	
2018-06	181.26	25046	
2018-09	124.74	18931	
2018-12	129.83	18165	
2019-03	146.44	16663	
2019-06	137.79	15975	
2019-09	135.13	8057	
2019-12	153.2	9935	
2020-03	138.92	9512	
2020-06	162.56	9760	
2020-09	198.58	6410	
2020-12	196.04	6348	
2021-03	228.9	4816	
2021-06	213.16	3881	
2021-09	180.05	3750	
2021-12	176.89	4109	
2022-03	154.93	3920	
2022-06	154.61	4575	
2022-09	139.62	4464	
2022-12	152.95	9856	
2023-03	146.62	9143	
2023-06	145.5	9460	
2023-09	147.95	9648	
2023-12	135.26	8934	
2024-03	141.18	9270	
2024-06	150.91	9989	
2024-09	152.23	10256	
