month	ct_avg_前复权价格	人均持股
2012-03	0.89	109256	
2012-06	0.76	219945	
2012-09	0.66	220856	
2012-12	0.78	223183	
2013-03	0.75	226482	
2013-06	0.69	227483	
2013-09	0.68	229238	
2013-12	0.69	230863	
2014-03	0.6	232268	
2014-06	0.6	233740	
2014-09	0.76	236562	
2014-12	1.89	240560	
2015-03	2.48	248988	
2015-06	3.08	277935	
2015-09	2.18	279867	
2015-12	2.39	281290	
2016-06	1.85	282492	
2016-09	2.02	284324	
2016-12	2.63	286125	
2017-06	2.78	292824	
2017-09	2.8	297527	
2017-12	2.43	303004	
2018-03	2.36	312280	
2018-06	2.12	314766	
2018-09	2.2	316567	
2018-12	2.17	317862	
2019-03	2.29	319352	
2019-06	2.04	320973	
2019-09	1.96	322822	
2019-12	1.66	323837	
2020-03	1.67	325623	
2020-06	1.44	327817	
2020-09	1.47	333195	
2020-12	1.44	335725	
2021-06	1.29	342890	
2021-09	1.78	346819	
2021-12	1.6	349314	
2022-03	1.85	350979	
2022-06	1.83	353167	
2022-09	1.58	355469	
2022-12	1.76	357280	
2023-03	2.21	360133	
2023-06	2.15	362944	
2023-09	1.91	365980	
2023-12	1.56	367319	
2024-03	1.71	369098	
2024-06	1.83	371332	
2024-09	1.64	374257	
