month	ct_avg_前复权价格	人均持股
2017-12	1.16	537.5	
2018-03	1.3	1924	
2018-05	1.16	2000	
2018-06	1.08	2054	
2018-07	0.98	2083	
2018-08	0.78	2151	
2018-09	0.74	2153	
2018-10	0.62	2190	
2018-11	0.65	2292	
2018-12	0.65	2591.75	
2019-01	0.68	3036.33	
2019-02	0.8	3281	
2019-03	0.95	3718.5	
2019-04	1.02	4081.33	
2019-05	0.8	4034.33	
2019-06	0.79	4086.25	
2019-07	0.87	4319.67	
2019-08	0.84	4319.67	
2019-09	0.87	4372.33	
2019-10	0.83	4370	
2019-11	0.88	4706	
2019-12	1.01	5109.33	
2020-01	1.19	5440.5	
2020-02	1.29	5649.33	
2020-03	1.29	5204	
2020-04	1.18	5666.33	
2020-06	1.87	7295	
2020-09	2.36	5857	
2020-12	2.6	31655	
2021-03	2.89	25940	
2021-06	3.66	23390	
2021-09	2.85	20943	
2021-12	4.95	24423	
2022-03	4.27	24626	
2022-06	5.18	25629	
2022-09	5.1	17386	
2022-12	3.96	13346	
2023-03	3.72	12810	
2023-06	4.77	20126	
2023-09	4.95	23737	
2023-12	4.44	20932	
2024-03	4.01	16863	
2024-06	3.44	12226	
2024-09	3.4	16533	
