month	ct_avg_前复权价格	人均持股
2011-12	0.74	4753	
2012-03	0.83	8387	
2012-06	0.75	11533	
2012-09	0.67	10397	
2012-12	0.65	12696	
2013-03	0.67	12560	
2013-06	0.67	13190	
2013-09	0.65	11649	
2013-12	0.73	13501	
2014-03	0.66	12170	
2014-06	0.6	12287	
2014-09	0.72	13656	
2014-12	0.79	44668	
2015-03	0.89	55046	
2015-06	1.31	41727	
2015-09	0.98	50368	
2015-12	1.05	38731	
2016-03	0.71	40567	
2016-06	0.76	37109	
2016-09	0.86	43284	
2016-12	0.99	50996	
2017-03	1.06	55876	
2017-06	1.04	60368	
2017-09	1.22	65955	
2017-12	1.81	58550	
2018-03	2.09	50946	
2018-06	1.99	86862	
2018-09	2.03	79352	
2018-12	1.86	85457	
2019-03	2.93	73660	
2019-06	2.78	59992	
2019-09	3.4	72118	
2019-12	4.36	77436	
2020-03	5.25	69476	
2020-06	6.95	53686	
2020-09	9.75	52309	
2020-12	14.17	33783	
2021-03	12.55	21536	
2021-06	10.98	19385	
2021-09	12.73	21287	
2021-12	11.68	25463	
2022-03	7.91	23514	
2022-06	8.06	25745	
2022-09	6.98	24690	
2022-12	9.01	31847	
2023-03	9.45	33369	
2023-06	8.65	34919	
2023-09	9.4	39737	
2023-12	7.57	35476	
2024-03	8.01	30599	
2024-06	7.2	30838	
2024-09	7.75	38462	
