month	ct_avg_前复权价格	人均持股
2010-12	1.05	17222	
2011-03	1.06	16126	
2011-06	0.94	14928	
2011-09	0.85	57292	
2011-12	0.79	59348	
2012-03	0.83	64450	
2012-06	0.83	67580	
2012-09	0.79	69725	
2012-12	0.83	89090	
2013-03	0.96	86235	
2013-06	0.88	86995	
2013-09	0.86	193839	
2013-12	0.83	1853337	
2014-03	0.72	5114472	
2014-06	0.75	5203588	
2014-09	0.88	5366200	
2014-12	1.36	5387244	
2015-03	1.4	5860696	
2015-06	1.9	6498331	
2015-09	1.37	6535429	
2015-12	1.43	6598209	
2016-03	1.22	6617279	
2016-06	1.22	6642878	
2016-09	1.33	6701205	
2016-12	1.39	6753919	
2017-03	1.44	6814222	
2017-06	1.39	6814222	
2017-09	1.48	6952161	
2017-12	1.47	7023247	
2018-03	1.51	175231	
2018-06	1.38	7457910	
2018-09	1.42	7457910	
2018-12	1.42	7457910	
2019-03	1.57	7466017	
2019-06	1.49	7498620	
2019-09	1.54	7589763	
2019-12	1.7	7581386	
2020-03	1.46	7657453	
2020-06	1.49	7726362	
2020-09	1.54	7787682	
2020-12	1.68	7823161	
2021-03	1.71	7931565	
2021-06	1.58	7986902	
2021-09	1.52	8005519	
2021-12	1.47	8043016	
2022-03	1.43	8071370	
2022-06	1.39	8061896	
2022-09	1.34	8128681	
2022-12	1.44	8186812	
2023-03	1.44	8245781	
2023-06	1.47	15257203	
2023-09	1.53	15330998	
2023-12	1.44	15349559	
2024-03	1.62	15368164	
2024-06	1.57	15368164	
2024-09	1.67	15537666	
