month	ct_avg_前复权价格	股东人数
1997-12	0.62	91748	
1998-06	0.52	90655	
1998-12	0.39	91661	
1999-06	0.44	86146	
1999-12	0.39	83836	
2000-06	0.46	80682	
2000-12	0.52	85704	
2001-12	0.44	75264	
2002-06	0.48	69050	
2002-09	0.46	68583	
2002-12	0.39	68421	
2003-03	0.39	68018	
2003-06	0.43	69425	
2003-09	0.37	68751	
2003-12	0.41	68927	
2004-03	0.75	77123	
2004-06	0.5	72093	
2004-09	0.48	67895	
2004-12	0.46	63944	
2005-03	0.35	64171	
2005-06	0.25	61210	
2005-09	0.27	58297	
2005-12	0.29	51724	
2006-03	0.29	49831	
2006-06	0.41	47613	
2006-09	0.43	51815	
2006-12	0.45	48807	
2007-03	0.79	37906	
2007-06	1.05	42407	
2007-09	1.46	28606	
2007-12	1.18	36799	
2008-03	0.98	45008	
2008-06	0.68	45863	
2008-09	0.49	42618	
2008-12	0.41	46860	
2009-03	0.52	45897	
2009-06	0.62	40941	
2009-09	0.73	40761	
2009-12	0.98	36517	
2010-03	1.03	33830	
2010-06	0.93	30586	
2010-09	1.14	26645	
2010-12	1.33	28937	
2011-03	1.48	26405	
2011-06	1.31	25024	
2011-09	1.14	27687	
2011-12	0.88	28480	
2012-01	0.84	29434	
2012-03	0.97	30760	
2012-06	0.84	30319	
2012-09	0.72	31151	
2012-12	0.6	31576	
2013-03	0.62	31824	
2013-06	0.53	31444	
2013-09	0.54	30282	
2013-12	0.54	29574	
2014-03	0.51	29425	
2014-06	0.53	29052	
2014-09	0.87	33488	
2014-12	0.96	31474	
2015-03	1.07	30916	
2015-06	1.3	33490	
2015-09	1.3	33435	
2015-12	1.07	31045	
2016-03	0.99	29783	
2016-06	1.04	25509	
2016-09	1.15	24798	
2016-12	1.27	26801	
2017-01	1.24	25103	
2017-03	1.27	23844	
2017-06	1.08	24527	
2017-09	1.35	26783	
2017-12	1.11	25243	
2018-03	1.05	25528	
2018-06	0.96	24916	
2018-09	0.96	23507	
2018-12	0.89	23426	
2019-03	1.18	22768	
2019-06	1.35	21385	
2019-09	1.71	16903	
2019-12	2.51	16727	
2020-03	2.8	19739	
2020-06	3.04	19993	
2020-09	3.2	22365	
2020-12	3.91	15341	
2021-02	5.88	19986	
2021-03	5.08	23663	
2021-06	4.31	29381	
2021-09	4.65	31404	
2021-12	3.77	33808	
2022-03	3.72	33747	
2022-06	3.95	26469	
2022-09	3.72	24391	
2022-12	3.52	24894	
2023-03	3.76	25681	
2023-06	3.2	30898	
2023-09	3.08	30422	
2023-12	2.81	31561	
2024-03	3.15	30827	
2024-06	3.09	30736	
2024-09	2.4	39151	
