month	ct_avg_前复权价格	人均持股
1997-12	0.62	1144	
1998-06	0.52	1158	
1998-12	0.39	1375	
1999-06	0.44	1463	
1999-12	0.39	1503	
2000-06	0.46	2070	
2000-12	0.52	1949	
2001-12	0.44	2219	
2002-06	0.48	2419	
2002-09	0.46	2435	
2002-12	0.39	2441	
2003-03	0.39	2456	
2003-06	0.43	2406	
2003-09	0.37	2430	
2003-12	0.41	2423	
2004-03	0.75	2166	
2004-06	0.5	2317	
2004-09	0.48	2460	
2004-12	0.46	2612	
2005-03	0.35	2603	
2005-06	0.25	2729	
2005-09	0.27	2865	
2005-12	0.29	3229	
2006-03	0.29	3352	
2006-06	0.41	3508	
2006-09	0.43	3224	
2006-12	0.45	3422	
2007-03	0.79	4437	
2007-06	1.05	3986	
2007-09	1.46	6322	
2007-12	1.18	4914	
2008-03	0.98	4130	
2008-06	0.68	4053	
2008-09	0.49	4362	
2008-12	0.41	3967	
2009-03	0.52	9742	
2009-06	0.62	10921	
2009-09	0.73	10969	
2009-12	0.98	12244	
2010-03	1.03	13217	
2010-06	0.93	14619	
2010-09	1.14	16781	
2010-12	1.33	15452	
2011-03	1.48	16933	
2011-06	1.31	17868	
2011-09	1.14	16149	
2011-12	0.88	15700	
2012-01	0.84	15191	
2012-03	0.97	14536	
2012-06	0.84	14747	
2012-09	0.72	14354	
2012-12	0.6	14160	
2013-03	0.62	14050	
2013-06	0.53	14220	
2013-09	0.54	14765	
2013-12	0.54	15119	
2014-03	0.51	15195	
2014-06	0.53	15391	
2014-09	0.87	13352	
2014-12	0.96	14206	
2015-03	1.07	14463	
2015-06	1.3	13351	
2015-09	1.3	13441	
2015-12	1.07	14476	
2016-03	0.99	15089	
2016-06	1.04	17618	
2016-09	1.15	18123	
2016-12	1.27	16768	
2017-01	1.24	17903	
2017-03	1.27	18848	
2017-06	1.08	18323	
2017-09	1.35	16780	
2017-12	1.11	17803	
2018-03	1.05	17605	
2018-06	0.96	18037	
2018-09	0.96	19118	
2018-12	0.89	19184	
2019-03	1.18	19739	
2019-06	1.35	21015	
2019-09	1.71	26587	
2019-12	2.51	26867	
2020-03	2.8	22768	
2020-06	3.04	38213	
2020-09	3.2	56300	
2020-12	3.91	82078	
2021-02	5.88	63002	
2021-03	5.08	53212	
2021-06	4.31	42856	
2021-09	4.65	40095	
2021-12	3.77	37244	
2022-03	3.72	37312	
2022-06	3.95	47571	
2022-09	3.72	206927	
2022-12	3.52	202746	
2023-03	3.76	196533	
2023-06	3.2	163348	
2023-09	3.08	165904	
2023-12	2.81	159918	
2024-03	3.15	163725	
2024-06	3.09	164210	
2024-09	2.4	128915	
