month	ct_avg_前复权价格	人均持股
2002-06	1.08	746974	
2002-09	1.42	764151	
2002-12	1.16	776048	
2003-03	1.21	831302	
2003-06	1.33	913319	
2003-09	1.38	1061425	
2003-12	1.85	1404117	
2004-03	1.99	1598027	
2004-06	2	1576642	
2004-12	2.23	2025000	
2006-12	3.18	3223881	
2007-03	4.29	3868657	
2007-06	7.46	4334448	
2007-09	11.31	4712727	
2007-12	11.24	4817844	
2008-03	9.83	5102362	
2008-06	7.48	5184000	
2008-09	4.04	5082353	
2008-12	3.09	4628571	
2009-03	3.58	4612100	
2009-06	4.6	4515679	
2009-09	4.27	4277228	
2009-12	4.93	4207792	
2010-03	4.46	4249180	
2010-06	3.08	4088328	
2010-09	3.36	4050000	
2010-12	3.49	4127389	
2011-03	3.49	3987692	
2011-06	2.96	3375000	
2011-09	2.46	3240000	
2011-12	2.2	3145631	
2012-03	2.25	3130435	
2012-06	1.97	3078385	
2012-09	1.55	2993072	
2012-12	1.59	20202	
2013-03	1.63	2945455	
2013-06	1.39	26849	
2013-09	1.71	2925508	
2013-12	1.74	21688	
2014-03	1.47	3006961	
2015-06	4.47	3256281	
2015-12	3.93	3192118	
2016-06	2.19	3240000	
2016-12	2.56	3122892	
2017-06	2.33	3145631	
2017-12	2.27	3207921	
2018-06	1.73	3223881	
2018-12	1.9	3281013	
2019-06	2.4	3366234	
2020-06	2.53	3419525	
