month	ct_avg_前复权价格	人均持股
2006-12	1.4	303796	
2007-03	1.55	350457	
2007-09	2.02	420192	
2007-12	2.47	451176	
2008-03	1.82	459747	
2008-06	1.65	253720	
2008-09	1.34	255987	
2008-12	1.19	255044	
2009-03	1.19	255553	
2009-06	1.61	259394	
2009-09	1.58	266022	
2009-12	1.71	505841	
2010-03	1.59	509031	
2010-06	1.42	513075	
2010-09	1.36	515287	
2010-12	1.45	522815	
2011-03	1.5	546321	
2011-06	1.55	555546	
2011-09	1.46	563141	
2011-12	1.5	564654	
2012-03	1.55	568869	
2012-06	1.49	570522	
2012-09	1.4	572350	
2012-12	1.51	576406	
2013-03	1.56	582264	
2013-06	1.55	584724	
2013-09	1.58	587375	
2013-12	1.48	591526	
2014-03	1.33	593614	
2014-06	1.48	596367	
2014-09	1.53	602038	
2014-12	1.9	606396	
2015-03	1.99	612403	
2015-06	2.27	638483	
2015-09	2.02	641384	
2015-12	2.09	643543	
2016-03	1.93	643658	
2016-06	1.98	645309	
2016-09	2.11	649097	
2016-12	2.13	652190	
2017-03	2.24	655569	
2017-06	2.44	658174	
2017-09	2.94	666375	
2017-12	2.96	675745	
2018-03	3.18	695577	
2018-06	2.77	700302	
2018-09	2.84	702968	
2018-12	2.77	705482	
2019-03	2.92	705884	
2019-06	3.01	712285	
2019-09	2.98	716572	
2019-12	3.16	720133	
2020-03	2.84	723664	
2020-06	2.83	728181	
2020-09	2.81	736535	
2020-12	2.9	742312	
2021-03	3.11	750268	
2021-06	2.96	756013	
2021-09	2.83	762776	
2021-12	2.79	767722	
2022-03	2.78	771167	
2022-06	2.83	775619	
2022-09	2.79	781253	
2022-12	2.74	784508	
2023-03	2.85	789331	
2023-06	3.14	793466	
2023-09	3.17	798591	
2023-12	3.26	802445	
2024-03	3.61	806217	
2024-06	3.77	812040	
2024-09	4.15	817539	
