month	ct_avg_前复权价格	股东人数
2006-12	1.4	273396	
2007-03	1.55	236995	
2007-09	2.02	197663	
2007-12	2.47	184089	
2008-03	1.82	180657	
2008-06	1.65	176453	
2008-09	1.34	174890	
2008-12	1.19	175537	
2009-03	1.19	175187	
2009-06	1.61	172593	
2009-09	1.58	168293	
2009-12	1.71	164195	
2010-03	1.59	163166	
2010-06	1.42	161880	
2010-09	1.36	161185	
2010-12	1.45	166013	
2011-03	1.5	158870	
2011-06	1.55	156232	
2011-09	1.46	154125	
2011-12	1.5	153712	
2012-03	1.55	152573	
2012-06	1.49	152131	
2012-09	1.4	151645	
2012-12	1.51	150578	
2013-03	1.56	149063	
2013-06	1.55	148436	
2013-09	1.58	147766	
2013-12	1.48	146729	
2014-03	1.33	146213	
2014-06	1.48	145538	
2014-09	1.53	144167	
2014-12	1.9	143131	
2015-03	1.99	141727	
2015-06	2.27	135938	
2015-09	2.02	135323	
2015-12	2.09	134869	
2016-03	1.93	134845	
2016-06	1.98	134500	
2016-09	2.11	133715	
2016-12	2.13	133081	
2017-03	2.24	132395	
2017-06	2.44	131871	
2017-09	2.94	130248	
2017-12	2.96	128442	
2018-03	3.18	124780	
2018-06	2.77	123938	
2018-09	2.84	123468	
2018-12	2.77	123028	
2019-03	2.92	122958	
2019-06	3.01	121853	
2019-09	2.98	121124	
2019-12	3.16	120525	
2020-03	2.84	119937	
2020-06	2.83	119193	
2020-09	2.81	117841	
2020-12	2.9	116924	
2021-03	3.11	115684	
2021-06	2.96	114805	
2021-09	2.83	113787	
2021-12	2.79	113054	
2022-03	2.78	112549	
2022-06	2.83	111903	
2022-09	2.79	111096	
2022-12	2.74	110635	
2023-03	2.85	109959	
2023-06	3.14	109386	
2023-09	3.17	108684	
2023-12	3.26	108162	
2024-03	3.61	107656	
2024-06	3.77	106884	
2024-09	4.15	106165	
