month	ct_avg_前复权价格	股东人数
1997-12	0.69	25626	
1998-06	0.83	29100	
1998-12	0.61	29852	
1999-06	0.79	34337	
1999-12	0.67	41094	
2000-06	0.88	23958	
2000-12	1.01	14447	
2001-06	1.13	25138	
2001-12	0.66	26094	
2002-06	0.61	22830	
2002-09	0.62	23569	
2002-12	0.6	22293	
2003-03	0.7	18922	
2003-06	0.59	17977	
2003-09	0.59	17008	
2003-12	0.55	16784	
2004-03	0.69	15542	
2004-06	0.69	14565	
2004-09	0.7	15545	
2004-12	0.68	13943	
2005-03	0.56	15661	
2005-06	0.35	17361	
2005-09	0.35	17406	
2005-12	0.26	17635	
2006-03	0.29	16326	
2006-06	0.43	13261	
2006-09	0.5	12716	
2006-12	0.56	11555	
2007-03	0.74	11622	
2007-06	0.74	11622	
2007-09	2.54	11918	
2007-12	3.27	10608	
2008-03	2.57	13390	
2008-06	2.14	11186	
2008-09	0.83	14867	
2008-12	0.71	21665	
2009-03	1.11	24896	
2009-06	1.17	28243	
2009-09	1.14	19513	
2009-12	1.48	16420	
2010-03	1.42	15410	
2010-06	1.38	12945	
2010-09	1.61	19513	
2010-12	1.4	23467	
2011-03	1.36	22213	
2011-06	1.34	21801	
2011-09	1.28	20096	
2011-12	1.44	19871	
2012-03	1.43	23334	
2012-06	1.11	22817	
2012-09	0.95	22961	
2012-12	0.79	22330	
2013-03	0.87	22470	
2013-06	1.06	28937	
2013-09	1.19	30756	
2013-12	1.14	30698	
2014-03	0.95	30285	
2014-06	0.88	28920	
2014-09	1.16	25899	
2014-12	1.28	25831	
2015-03	1.47	21808	
2015-06	3.62	36745	
2015-09	1.4	36136	
2015-12	2.01	30496	
2016-03	1.52	27557	
2016-06	2.06	21711	
2016-09	2.38	18001	
2016-12	2.68	15380	
2017-03	2.05	22066	
2017-06	2.32	19771	
2017-07	2.36	22816.5	
2017-08	2.39	24142.5	
2017-09	2.69	27948	
2017-12	2.18	27899	
2018-01	2.04	32086	
2018-03	1.74	41091	
2018-06	1.65	40623	
2018-08	1.18	55980	
2018-09	1.1	53924	
2018-12	1.1	50142	
2019-01	1.25	55672.5	
2019-03	2.07	74389	
2019-05	4.54	194673	
2019-06	3.41	179479	
2019-07	3.13	195705	
2019-08	2.94	179933	
2019-09	3.32	175408	
2019-10	2.87	178025	
2019-11	2.57	173303	
2019-12	2.82	170756	
2020-01	2.9	158985	
2020-02	2.57	154735.5	
2020-03	2.4	152406	
2020-05	2.09	156756.5	
2020-06	2.05	151038	
2020-07	2.16	141798	
2020-08	2.14	145890.33	
2020-09	2.12	151289.5	
2020-10	1.99	155171	
2020-11	2.12	155525.67	
2020-12	2.14	161513	
2021-01	2.03	158141.33	
2021-02	2.44	135071	
2021-03	2.37	141668	
2021-04	2.58	168329	
2021-05	2.44	175948	
2021-06	2.34	186088.67	
2021-07	2.58	186660	
2021-08	3.99	268777	
2021-09	3.96	342459	
2021-12	5.3	410317	
2022-03	4.36	406921	
2022-06	3.94	383840	
2022-09	3.51	365412	
2022-12	3.08	345435	
2023-03	2.97	339905	
2023-06	2.32	339669	
2023-09	2.34	313925	
2023-12	2.25	298706	
2024-03	2.22	305805	
2024-06	1.65	281946	
2024-09	1.35	275129	
