month	ct_avg_前复权价格	人均持股
1997-12	0.69	1171	
1998-06	0.83	1031	
1998-12	0.61	1005	
1999-06	0.79	1311	
1999-12	0.67	1695	
2000-06	0.88	2908	
2000-12	1.01	4822	
2001-06	1.13	2771	
2001-12	0.66	2670	
2002-06	0.61	3052	
2002-09	0.62	2956	
2002-12	0.6	3126	
2003-03	0.7	3682	
2003-06	0.59	3876	
2003-09	0.59	4097	
2003-12	0.55	4152	
2004-03	0.69	4483	
2004-06	0.69	4784	
2004-09	0.7	4482	
2004-12	0.68	4997	
2005-03	0.56	4449	
2005-06	0.35	4014	
2005-09	0.35	4003	
2005-12	0.26	3951	
2006-03	0.29	4268	
2006-06	0.43	5254	
2006-09	0.5	5480	
2006-12	0.56	6030	
2007-03	0.74	5995	
2007-06	0.74	5995	
2007-09	2.54	6309	
2007-12	3.27	7094	
2008-03	2.57	5620	
2008-06	2.14	6727	
2008-09	0.83	5062	
2008-12	0.71	3528	
2009-03	1.11	3070	
2009-06	1.17	2706	
2009-09	1.14	3917	
2009-12	1.48	4735	
2010-03	1.42	5045	
2010-06	1.38	6006	
2010-09	1.61	4700	
2010-12	1.4	3908	
2011-03	1.36	4129	
2011-06	1.34	4207	
2011-09	1.28	4848	
2011-12	1.44	4903	
2012-03	1.43	4176	
2012-06	1.11	4270	
2012-09	0.95	4243	
2012-12	0.79	4363	
2013-03	0.87	4336	
2013-06	1.06	6734	
2013-09	1.19	6336	
2013-12	1.14	6348	
2014-03	0.95	6434	
2014-06	0.88	6738	
2014-09	1.16	7524	
2014-12	1.28	7544	
2015-03	1.47	8935	
2015-06	3.62	5303	
2015-09	1.4	5393	
2015-12	2.01	6390	
2016-03	1.52	7071	
2016-06	2.06	8975	
2016-09	2.38	10825	
2016-12	2.68	12670	
2017-03	2.05	23418	
2017-06	2.32	47045	
2017-07	2.36	40874.5	
2017-08	2.39	38535	
2017-09	2.69	38688	
2017-12	2.18	38756	
2018-01	2.04	33698	
2018-03	1.74	26317	
2018-06	1.65	26617	
2018-08	1.18	19315	
2018-09	1.1	20051	
2018-12	1.1	21564.33	
2019-01	1.25	19637	
2019-03	2.07	14687.5	
2019-05	4.54	5554	
2019-06	3.41	6049	
2019-07	3.13	5525	
2019-08	2.94	6009	
2019-09	3.32	21527	
2019-10	2.87	21210	
2019-11	2.57	21788	
2019-12	2.82	22111.5	
2020-01	2.9	23738	
2020-02	2.57	24404.5	
2020-03	2.4	24763	
2020-05	2.09	24078	
2020-06	2.05	24990	
2020-07	2.16	26615	
2020-08	2.14	25877.67	
2020-09	2.12	24956.5	
2020-10	1.99	24321	
2020-11	2.12	24268.67	
2020-12	2.14	23375.67	
2021-01	2.03	23866	
2021-02	2.44	27946.67	
2021-03	2.37	26649.67	
2021-04	2.58	22426	
2021-05	2.44	21462.33	
2021-06	2.34	20376	
2021-07	2.58	20242.5	
2021-08	3.99	14771	
2021-09	3.96	11593	
2021-12	5.3	9676	
2022-03	4.36	9757	
2022-06	3.94	10345	
2022-09	3.51	10866	
2022-12	3.08	11495	
2023-03	2.97	11685	
2023-06	2.32	11693	
2023-09	2.34	12649	
2023-12	2.25	13374	
2024-03	2.22	14049	
2024-06	1.65	15238	
2024-09	1.35	15616	
