month	ct_avg_前复权价格	股东人数
2000-12	0.81	109799	
2001-06	0.73	128499	
2001-12	0.46	125356	
2002-06	0.4	117207	
2002-09	0.43	117756	
2002-12	0.35	117174	
2003-03	0.35	114458	
2003-06	0.36	114207	
2003-09	0.3	112324	
2003-12	0.28	110906	
2004-03	0.42	98555	
2004-06	0.31	93717	
2004-09	0.29	95345	
2004-12	0.23	96808	
2005-03	0.18	95372	
2005-06	0.18	90803	
2005-09	0.21	89560	
2005-12	0.18	88470	
2006-03	0.2	86897	
2006-06	0.28	80443	
2006-09	0.28	75305	
2006-12	0.33	66865	
2007-03	0.73	52554	
2007-06	0.95	48052	
2007-09	1.14	46269	
2007-12	1.09	49823	
2008-03	0.98	47012	
2008-06	0.93	40854	
2008-09	0.78	38178	
2008-12	0.94	41073	
2009-03	1.06	40427	
2009-06	1.08	44158	
2009-09	1.28	28757	
2009-12	1.46	30613	
2010-03	1.7	19769	
2010-06	1.86	19803	
2010-09	1.84	21415	
2010-12	1.77	30015	
2011-03	1.6	44515	
2011-06	1.31	45992	
2011-09	1.43	35872	
2011-12	1.38	32579	
2012-03	1.25	32626	
2012-06	1.52	26521	
2012-09	1.66	22798	
2012-12	1.57	21890	
2013-03	2.22	18158	
2013-06	2.15	20692	
2013-09	1.88	25628	
2013-12	1.79	25879	
2014-03	1.71	29155	
2014-06	1.37	34680	
2014-09	1.55	34600	
2014-12	1.67	33083	
2015-03	1.87	30919	
2015-06	2.72	27307	
2015-09	1.85	23811	
2015-12	2.01	24673	
2016-03	1.65	24612	
2016-06	1.77	23707	
2016-09	1.98	22503	
2016-12	1.92	23242	
2017-03	2	21110	
2017-04	2.07	20922.5	
2017-05	2.21	21685	
2017-06	2.33	22634	
2017-07	2.22	23484	
2017-08	2.18	24669.5	
2017-09	2.13	27730.5	
2017-10	2.23	28712.5	
2017-11	2.08	31974	
2017-12	1.97	31224.5	
2018-01	2.04	31319.5	
2018-02	1.93	29779.5	
2018-03	2.01	30286.67	
2018-04	2	30896	
2018-05	2.16	27696	
2018-06	2.21	26673.33	
2018-07	2.11	26349.33	
2018-08	1.98	25137.33	
2018-09	1.97	24581.75	
2018-10	1.76	24813.33	
2018-11	1.89	23746.67	
2018-12	1.87	23157.33	
2019-01	1.78	24270.5	
2019-02	1.86	24131.33	
2019-03	2.12	21884.75	
2019-04	2.2	22426.33	
2019-05	2.18	24404	
2019-06	2.13	22304	
2019-07	2.31	23041	
2019-08	2.28	24174.67	
2019-09	2.39	25735.33	
2019-10	2.48	24289	
2019-11	2.32	27810	
2019-12	2.35	26537.67	
2020-01	2.54	25329	
2020-02	2.72	44924.67	
2020-03	2.39	43066	
2020-04	2.3	43891.33	
2020-05	2.22	44195.67	
2020-06	2.23	44482	
2020-07	2.4	40754	
2020-08	2.36	40745.67	
2020-09	2.15	46471	
2020-10	2.11	48823	
2020-11	2.18	47053.33	
2020-12	2.06	48351	
2021-01	2.07	47255.33	
2021-02	2.08	46229.75	
2021-03	2.03	48778.33	
2021-04	1.93	54550.5	
2021-05	2.04	52201.33	
2021-06	2.07	47513	
2021-07	2.06	46808.5	
2021-08	2.04	47528.5	
2021-09	2.3	38430.33	
2021-10	2.22	36556.5	
2021-11	1.97	48225.33	
2021-12	2.25	39053	
2022-01	3.01	30661.33	
2022-02	2.93	28918.33	
2022-03	3.03	32435	
2022-04	3.09	35825.67	
2022-05	3.29	29588.67	
2022-06	3.45	29025	
2022-07	3.33	35282.5	
2022-08	3.19	32478.33	
2022-09	3.08	31010	
2022-10	3.88	28064.33	
2022-11	4.53	28560.33	
2022-12	4.09	37854.25	
2023-01	3.99	32979.5	
2023-02	4.1	33638.33	
2023-03	4.51	29266.67	
2023-04	4.79	28470	
2023-05	5.35	29482	
2023-06	5.18	31872	
2023-07	4.61	34700	
2023-08	4.21	37819.33	
2023-09	4.05	37584.67	
2023-10	3.8	40727.5	
2023-11	3.86	41210	
2023-12	4.14	36782	
2024-01	4.36	33597.33	
2024-02	4.69	33297	
2024-03	4.55	36704	
2024-04	4.76	33169	
2024-05	5.22	31799.33	
2024-06	5.16	35887	
2024-07	4.77	38972.33	
2024-08	4.83	40122	
2024-09	4.68	43177	
2024-10	5.33	46264.5	
2024-11	5.32	49327	
2024-12	5.22	51336.5	
2025-01	5.03	49760	
