month	ct_avg_前复权价格	股东人数
2004-06	0.88	15590	
2004-09	0.67	13282	
2004-12	0.68	12271	
2005-03	0.66	13118	
2005-06	0.5	12827	
2005-09	0.7	10274	
2005-12	0.81	10944	
2006-03	0.86	9467	
2006-06	1.55	6162	
2006-09	1.88	6134	
2006-12	2.58	5071	
2007-03	4.09	3700	
2007-06	5.58	3996	
2007-09	7.56	3348	
2007-12	8.02	3285	
2008-03	8.3	3043	
2008-06	7.33	3112	
2008-09	6.07	4794	
2008-12	6.53	2635	
2009-03	7.4	9052	
2009-06	9.26	52661	
2009-09	14.18	49173	
2009-12	16.01	59228	
2010-03	18.21	23405	
2010-06	21.83	34372	
2010-09	22.91	37822	
2010-12	22.37	53638	
2011-03	19.66	62576	
2011-06	15.25	62662	
2011-09	11.37	70156	
2011-12	11.41	61549	
2012-03	11.52	60579	
2012-06	11.02	59187	
2012-09	11.87	54463	
2012-12	9.05	56550	
2013-03	11.42	51089	
2013-06	11.28	51074	
2013-09	12.59	49887	
2013-12	12.75	48351	
2014-03	12.42	52345	
2014-06	11.87	50588	
2014-09	13.06	47440	
2014-12	16.44	40825	
2015-03	18.68	34835	
2015-06	26.85	45111	
2015-09	17.52	40228	
2015-12	19.83	35393	
2016-03	20.26	34530	
2016-06	23.23	39849	
2016-09	28.23	45024	
2016-12	26.96	43207	
2017-02	27.14	42651	
2017-03	27.93	41076	
2017-06	27.89	48876	
2017-09	21.52	77894	
2017-12	21.55	66144	
2018-03	21.96	53346	
2018-05	26.27	43000	
2018-06	25.97	44543	
2018-07	26.92	44000	
2018-08	25.42	47333.33	
2018-09	27.32	44471	
2018-10	27.98	47666.67	
2018-11	29.23	48000	
2018-12	27.75	54599.67	
2019-01	25.15	55000	
2019-02	28.4	45500	
2019-03	32.72	42863	
2019-04	34.28	44000	
2019-05	33.1	40000	
2019-06	33.3	41588	
2019-07	37.14	45000	
2019-08	37.93	47000	
2019-09	39.2	50956.33	
2019-10	42.9	46666.67	
2019-11	42.47	55000	
2019-12	39.71	61972.5	
2020-01	40.59	65000	
2020-02	48.44	76000	
2020-03	51.73	59221.5	
2020-04	58.84	67000	
2020-05	61.17	81333.33	
2020-06	68.59	88333.33	
2020-07	82.05	119333.33	
2020-08	92.4	160000	
2020-09	81.02	156828.5	
2020-10	87.65	160000	
2020-11	68.24	200000	
2020-12	67.56	213504	
2021-01	75.73	180000	
2021-02	73.95	175000	
2021-03	61.91	190709	
2021-05	61.39	210000	
2021-06	58.48	222426	
2021-07	58.45	220000	
2021-09	45.09	215594	
2021-10	46.03	205000	
2021-11	46.47	210000	
2021-12	44.78	219997	
2022-03	36.15	217974.5	
2022-05	27.57	230000	
2022-06	32.6	222008.5	
2022-07	34.48	210000	
2022-09	29.86	215471	
2022-11	30.62	210000	
2022-12	33.56	207982	
2023-01	36.26	195000	
2023-03	34.72	189068	
2023-04	37.57	170000	
2023-06	35.03	171737	
2023-07	35.56	165000	
2023-09	34.59	160676	
2023-10	35.69	160000	
2023-11	37.21	156000	
2023-12	36.58	157883.5	
2024-01	31.48	158000	
2024-02	30.26	158000	
2024-03	31.93	155714	
2024-04	30.53	157666.67	
2024-05	30.85	156500	
2024-06	27.58	157533	
2024-07	26.16	157500	
2024-08	25.39	156000	
2024-09	24.27	156695	
2024-10	26.93	156500	
2024-11	27.78	153000	
